wallets,n_wallets,bet_size,peak_concurrent,peak_capital,fits_bankroll,total_trades,active_weeks,timespan_weeks,weekly_mean,weekly_time_avg,weekly_median,weekly_p25,weekly_p75,weekly_min,weekly_max,pct_profitable_weeks,total_pnl
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,65,29,1885,True,2565,40,58.6,448.74,306.46,133.2,-180.68,812.88,-1641.93,3487.25,52.5,17949.59
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,70,28,1960,True,1143,47,71.6,533.33,350.23,268.92,-12.13,861.44,-683.81,2699.65,70.2,25066.52
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,56,1960,True,3347,70,104.6,476.02,318.65,164.93,-106.79,566.75,-1490.52,6799.92,62.9,33321.23
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,25,77,1925,True,1925,74,103.6,349.32,249.58,117.19,-30.63,423.99,-665.74,4857.08,67.6,25849.52
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,55,1925,True,2014,70,104.0,474.02,319.05,176.2,-70.55,593.59,-1384.09,6718.45,62.9,33181.69
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,30,58,1740,True,1952,79,104.4,373.18,282.31,68.57,-48.75,389.29,-823.38,6320.29,57.0,29480.99
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,25,78,1950,True,2724,75,104.6,270.77,194.2,76.08,-68.43,325.05,-1069.11,4519.24,61.3,20307.62
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,35,56,1960,True,2813,70,104.6,363.19,243.12,77.71,-125.08,493.23,-1535.82,6245.47,54.3,25423.03
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,30,59,1770,True,2751,78,104.6,292.7,218.33,15.23,-89.05,274.49,-901.57,5914.88,50.0,22830.71
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,25,77,1925,True,1391,74,104.0,273.08,194.31,87.35,-33.34,303.62,-241.47,4461.05,66.2,20207.94
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,25,80,2000,True,1329,81,104.4,260.18,201.81,69.56,-39.96,289.63,-235.04,4929.07,59.3,21074.23
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",4,30,58,1740,True,1418,79,104.4,287.48,217.48,59.14,-63.78,302.79,-289.76,5845.05,53.2,22711.1
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,55,1925,True,3339,75,104.6,463.53,332.45,168.48,-60.57,605.86,-1507.27,6815.44,66.7,34764.42
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,45,41,1845,True,3428,70,104.6,583.29,390.45,212.05,-90.71,922.96,-1988.14,8657.96,62.9,40830.15
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,40,46,1840,True,3366,79,104.6,476.96,360.32,130.16,-79.22,509.12,-1214.11,8444.79,58.2,37679.52
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,53,1855,True,2006,75,104.0,461.66,332.93,166.77,-44.87,589.26,-1305.23,6733.97,65.3,34624.87
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,55,1925,True,1944,81,104.4,442.44,343.18,97.38,-46.88,580.62,-881.75,7389.19,59.3,35837.67
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,50,37,1850,True,2033,79,104.4,593.67,449.11,131.84,-81.24,651.16,-1905.43,10439.61,57.0,46900.05
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,54,1890,True,2805,75,104.6,358.22,256.92,134.52,-46.46,439.98,-1552.57,6260.99,65.3,26866.21
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,56,1960,True,2743,80,104.6,350.99,268.52,104.07,-56.54,364.1,-1068.58,6916.21,61.3,28079.01
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,45,44,1980,True,2832,79,104.6,408.03,308.25,55.25,-131.03,407.36,-1424.11,8787.53,50.6,32234.63
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,52,1820,True,1410,81,104.4,344.93,267.55,123.74,-46.88,405.49,-375.41,6834.75,60.5,27939.47
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,53,1855,True,2801,47,95.3,381.21,188.03,103.66,-64.36,568.4,-1423.55,3120.64,70.2,17916.79
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,31,1860,True,2890,37,95.3,690.77,268.23,180.22,-413.14,1310.55,-2507.33,5678.86,59.5,25558.55
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,55,34,1870,True,2828,46,95.3,550.75,265.88,23.52,-184.71,815.07,-1537.84,4797.8,50.0,25334.49
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,52,1820,True,1468,47,94.7,378.24,187.69,104.95,-1.14,457.14,-1305.23,3577.9,74.5,17777.24
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,55,1925,True,1406,53,95.0,358.3,199.9,97.38,-30.94,566.96,-881.75,3318.38,62.3,18990.04
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,33,1980,True,1495,46,95.0,595.62,288.4,74.49,-129.46,1120.66,-2286.52,6017.84,52.2,27398.41
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,53,1855,True,2267,41,71.7,244.36,139.7,103.66,-96.99,413.88,-1468.85,2404.12,63.4,10018.59
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,56,1960,True,2205,47,71.7,238.97,156.61,97.38,-86.11,378.7,-984.86,2260.56,57.4,11231.38
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,55,34,1870,True,2294,40,58.6,323.08,220.64,-19.81,-277.56,498.38,-1609.02,3414.43,42.5,12923.03
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,55,1925,True,872,47,71.6,236.0,154.98,103.66,-12.61,414.85,-338.05,1480.38,66.0,11091.84
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,31,1860,True,2882,47,95.3,596.44,294.19,177.71,-47.3,1210.73,-2536.04,5773.0,68.1,28032.58
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,33,1980,True,2820,53,95.3,568.14,316.01,166.94,-57.49,1027.49,-1706.35,5328.11,62.3,30111.66
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,65,30,1950,True,2909,46,95.3,587.73,283.73,88.13,-172.39,1223.43,-2477.06,6128.74,52.2,27035.36
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,32,1920,True,1487,53,95.0,563.63,314.45,137.78,-53.04,951.46,-2151.32,6111.99,62.3,29872.44
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,60,32,1920,True,2286,47,71.7,352.59,231.08,212.13,-65.98,579.54,-1784.01,3145.15,61.7,16571.89
